timestamp,device,usage_category,prompt_length,session_length_minutes,satisfaction_rating,assistant_model,tokens_used
2025-02-21 07:26:00,Mobile,Writing,66,5.02,1,GPT-4o,1098
2025-01-30 09:31:00,Mobile,Daily Tasks,181,11.48,2,o1,556
2025-01-18 06:49:00,Smart Speaker,Research,136,5.69,4,Mini,126
2025-01-02 00:41:00,Mobile,Entertainment,23,3.33,1,o1,1038
2025-03-02 11:16:00,Tablet,Daily Tasks,192,4.66,3,GPT-4o,330
2025-01-04 04:18:00,Smart Speaker,Productivity,143,22.49,5,GPT-5.1,780
2025-01-10 10:51:00,Tablet,Daily Tasks,14,10.58,2,GPT-5,770
2025-03-13 08:03:00,Desktop,Research,146,11.99,5,GPT-5.1,903
2025-02-22 10:54:00,Mobile,Research,119,8.68,3,GPT-5,219
2025-02-14 01:45:00,Desktop,Productivity,183,9.7,4,GPT-5,391
2025-01-20 15:44:00,Mobile,Education,100,5.38,2,GPT-5.1,1111
2025-01-14 11:23:00,Smart Speaker,Productivity,106,7.95,5,GPT-4o,1400
2025-02-11 23:38:00,Mobile,Education,66,1.39,2,GPT-5.1,37
2025-02-02 06:22:00,Mobile,Education,67,13.5,1,Mini,632
2025-02-18 01:41:00,Desktop,Daily Tasks,125,5.34,1,GPT-4o,1324
2025-01-15 21:03:00,Smart Speaker,Entertainment,166,2.92,2,o1,444
2025-01-21 19:55:00,Desktop,Coding,178,8.27,5,GPT-5.1,682
2025-01-11 03:49:00,Desktop,Entertainment,155,6.3,3,Mini,1358
2025-02-08 04:52:00,Desktop,Coding,123,13.19,4,Mini,1454
2025-01-25 20:49:00,Desktop,Writing,102,6.99,4,Mini,989
2025-01-21 02:40:00,Mobile,Research,71,4.59,1,Mini,1047
2025-02-19 10:56:00,Mobile,Education,154,7.11,2,o1,928
2025-02-14 18:24:00,Desktop,Daily Tasks,67,17.7,5,GPT-5.1,439
2025-01-19 21:36:00,Desktop,Entertainment,57,13.47,5,GPT-5,1332
2025-03-04 21:54:00,Desktop,Research,174,10.56,4,GPT-4o,70
2025-01-31 22:19:00,Desktop,Entertainment,119,13.85,3,GPT-5.1,106
2025-01-31 17:20:00,Desktop,Research,74,11.11,5,GPT-4o,910
2025-02-13 00:19:00,Mobile,Productivity,173,3.7,2,GPT-4o,1259
2025-01-13 12:20:00,Desktop,Research,192,12.06,5,GPT-4o,1225
2025-02-07 19:15:00,Desktop,Writing,67,14.93,5,GPT-5.1,1023
2025-02-22 09:58:00,Desktop,Education,106,15.47,5,GPT-4o,576
2025-01-12 13:50:00,Mobile,Daily Tasks,99,3.12,3,GPT-5.1,552
2025-02-20 20:10:00,Desktop,Productivity,141,5.03,3,Mini,649
2025-01-04 11:56:00,Desktop,Research,190,4.5,2,Mini,399
2025-02-24 07:31:00,Tablet,Entertainment,111,5.79,3,GPT-5,640
2025-01-04 04:35:00,Desktop,Writing,160,9.84,4,GPT-5.1,175
2025-01-16 18:10:00,Mobile,Productivity,121,8.12,3,GPT-5.1,493
2025-02-01 12:23:00,Mobile,Entertainment,177,8.13,2,GPT-5.1,1412
2025-02-25 07:35:00,Desktop,Writing,83,2.5,2,Mini,1066
2025-03-06 16:36:00,Mobile,Entertainment,80,4.9,1,GPT-4o,230
2025-02-12 04:53:00,Tablet,Entertainment,87,16.21,3,o1,443
2025-01-12 19:30:00,Tablet,Entertainment,199,14.89,1,GPT-4o,403
2025-02-04 20:57:00,Desktop,Education,124,6.91,2,Mini,436
2025-03-12 19:52:00,Desktop,Daily Tasks,34,12.08,5,GPT-5.1,1042
2025-01-09 03:05:00,Desktop,Entertainment,12,9.25,5,GPT-4o,1344
2025-03-06 09:51:00,Mobile,Productivity,106,12.96,2,Mini,1071
2025-02-04 17:16:00,Mobile,Coding,162,12.43,5,GPT-4o,742
2025-01-01 08:31:00,Desktop,Research,98,7.3,3,Mini,257
2025-03-04 12:18:00,Desktop,Education,114,10.61,5,GPT-5.1,231
2025-01-03 09:46:00,Smart Speaker,Writing,160,9.67,4,GPT-4o,1224
2025-02-03 06:26:00,Desktop,Coding,105,7.44,4,GPT-4o,1022
2025-01-18 13:16:00,Mobile,Writing,182,6.36,1,Mini,775
2025-02-22 13:24:00,Mobile,Productivity,129,20.56,3,GPT-5,874
2025-01-06 01:13:00,Desktop,Writing,147,7.44,2,o1,1275
2025-01-09 04:40:00,Desktop,Education,157,11.59,3,Mini,1224
2025-02-17 19:42:00,Desktop,Education,127,19.57,3,Mini,149
2025-03-31 10:54:00,Smart Speaker,Research,14,10.59,5,GPT-5,604
2025-01-04 13:35:00,Desktop,Research,88,10.28,3,Mini,83
2025-02-11 11:12:00,Desktop,Education,32,7.47,4,o1,589
2025-03-14 05:42:00,Desktop,Daily Tasks,104,9.78,4,GPT-4o,962
2025-01-27 04:01:00,Desktop,Daily Tasks,32,5.99,2,GPT-5,328
2025-02-14 08:47:00,Mobile,Research,104,33.25,3,GPT-4o,242
2025-03-17 11:33:00,Desktop,Research,72,2.55,5,GPT-5,746
2025-03-07 12:22:00,Mobile,Research,8,6.65,1,Mini,796
2025-01-27 09:20:00,Mobile,Writing,29,10.71,3,GPT-5.1,1076
2025-03-09 13:31:00,Tablet,Coding,103,10.29,5,GPT-5.1,40
2025-03-02 19:39:00,Desktop,Writing,20,5.98,5,GPT-5,387
2025-02-15 14:36:00,Tablet,Productivity,171,1.88,4,GPT-4o,1174
2025-02-09 16:50:00,Mobile,Writing,152,2.89,3,GPT-5,1029
2025-03-25 06:47:00,Desktop,Daily Tasks,143,8.52,5,o1,1351
2025-03-20 16:26:00,Tablet,Entertainment,38,1.46,1,GPT-5.1,1225
2025-03-31 02:55:00,Tablet,Writing,160,11.21,3,GPT-5,1261
2025-03-02 18:49:00,Desktop,Coding,128,15.7,5,Mini,775
2025-02-02 07:54:00,Smart Speaker,Productivity,81,12.54,5,GPT-4o,1438
2025-01-10 20:46:00,Mobile,Coding,5,14.18,5,GPT-5,635
2025-01-12 07:51:00,Mobile,Daily Tasks,108,1.51,1,GPT-4o,1356
2025-03-27 14:34:00,Smart Speaker,Entertainment,160,6.15,3,o1,599
2025-02-02 16:35:00,Desktop,Writing,11,3.48,2,Mini,677
2025-01-10 22:33:00,Tablet,Productivity,15,2.14,3,GPT-5.1,1034
2025-01-21 02:26:00,Desktop,Coding,79,5.27,4,GPT-4o,609
2025-01-02 21:06:00,Tablet,Entertainment,104,19.26,3,GPT-4o,237
2025-02-17 18:58:00,Mobile,Research,97,22.67,3,GPT-5.1,1346
2025-02-23 04:27:00,Desktop,Coding,88,3.84,5,GPT-5,690
2025-02-04 01:19:00,Mobile,Productivity,54,7.81,2,o1,1391
2025-03-08 23:18:00,Desktop,Productivity,16,9.69,4,Mini,610
2025-02-13 05:46:00,Desktop,Education,11,6.19,3,GPT-5,1459
2025-03-28 09:28:00,Desktop,Entertainment,24,16.43,1,Mini,912
2025-03-10 16:29:00,Desktop,Productivity,139,5.33,3,o1,1157
2025-01-07 18:39:00,Desktop,Education,158,4.7,5,GPT-5.1,1138
2025-01-25 15:53:00,Desktop,Coding,89,3.99,5,GPT-5.1,318
2025-03-09 21:07:00,Mobile,Coding,20,6.16,2,o1,1226
2025-02-18 08:56:00,Mobile,Coding,86,0.81,2,GPT-4o,1418
2025-03-09 18:57:00,Mobile,Entertainment,197,6.37,2,o1,998
2025-01-31 03:56:00,Desktop,Education,53,8.15,2,GPT-4o,1421
2025-01-04 10:23:00,Tablet,Daily Tasks,100,8.5,5,GPT-5.1,1272
2025-03-12 15:30:00,Mobile,Coding,109,3.32,1,Mini,1005
2025-03-12 15:39:00,Desktop,Coding,69,8.39,5,GPT-5.1,726
2025-02-27 13:23:00,Desktop,Daily Tasks,90,8.27,4,GPT-5.1,1288
2025-02-06 09:25:00,Mobile,Coding,96,8.4,5,GPT-5.1,294
2025-01-01 18:22:00,Desktop,Productivity,97,12.7,3,GPT-4o,850
2025-03-07 12:09:00,Mobile,Writing,144,3.21,1,GPT-4o,1227
2025-03-01 09:42:00,Smart Speaker,Education,118,6.24,5,GPT-5,1417
2025-03-02 02:08:00,Desktop,Productivity,15,1.78,3,GPT-5.1,415
2025-01-16 07:32:00,Desktop,Writing,6,11.94,4,GPT-5,159
2025-03-07 19:25:00,Smart Speaker,Education,85,3.62,5,GPT-4o,513
2025-03-07 04:51:00,Mobile,Writing,182,13.99,2,o1,1298
2025-03-19 04:09:00,Desktop,Research,12,14.31,5,GPT-5,795
2025-02-21 01:27:00,Tablet,Coding,18,6.68,5,GPT-5,102
2025-03-07 20:07:00,Tablet,Writing,137,6.44,5,GPT-5,196
2025-02-06 03:12:00,Mobile,Daily Tasks,92,2.37,1,GPT-4o,521
2025-03-04 16:48:00,Mobile,Education,49,7.64,1,Mini,527
2025-03-04 11:11:00,Desktop,Entertainment,45,12.63,3,GPT-5,220
2025-03-12 03:54:00,Desktop,Coding,134,9.12,5,GPT-4o,751
2025-03-19 02:14:00,Mobile,Coding,107,17.71,3,o1,729
2025-01-01 06:52:00,Desktop,Writing,129,5.73,4,Mini,314
2025-03-12 02:05:00,Mobile,Productivity,59,5.72,1,Mini,363
2025-03-13 07:45:00,Tablet,Education,107,3.81,4,o1,1003
2025-02-19 02:01:00,Desktop,Entertainment,172,25.36,4,o1,1429
2025-02-16 18:24:00,Mobile,Research,66,2.36,3,GPT-5,1494
2025-03-07 01:01:00,Desktop,Writing,82,12.03,5,GPT-5.1,847
2025-02-10 23:25:00,Tablet,Education,36,12.8,4,GPT-5.1,76
2025-02-07 06:03:00,Desktop,Productivity,129,12.44,5,GPT-5,1348
2025-03-14 07:15:00,Mobile,Entertainment,11,4.05,1,GPT-4o,1426
2025-03-13 00:17:00,Mobile,Productivity,53,6.68,1,GPT-4o,431
2025-01-19 14:59:00,Desktop,Daily Tasks,144,10.92,2,Mini,612
2025-03-16 14:45:00,Mobile,Education,8,4.76,1,Mini,58
2025-01-30 09:13:00,Mobile,Coding,197,6.03,2,Mini,1205
2025-01-13 08:33:00,Mobile,Daily Tasks,83,4.82,1,GPT-5,1167
2025-03-21 01:22:00,Tablet,Productivity,82,8.0,3,GPT-4o,50
2025-01-22 10:08:00,Smart Speaker,Education,109,7.64,5,GPT-5.1,1059
2025-01-19 06:24:00,Mobile,Entertainment,129,19.76,4,GPT-5.1,629
2025-01-25 07:10:00,Mobile,Entertainment,94,11.08,1,o1,827
2025-02-14 05:44:00,Desktop,Entertainment,177,2.81,2,o1,343
2025-01-15 22:44:00,Tablet,Writing,192,2.99,2,o1,1226
2025-01-15 08:38:00,Mobile,Writing,44,12.18,2,o1,618
2025-02-05 07:52:00,Mobile,Research,142,7.59,3,o1,1263
2025-01-20 14:44:00,Desktop,Entertainment,63,24.41,4,GPT-5.1,239
2025-01-18 08:57:00,Tablet,Writing,199,24.37,2,GPT-4o,890
2025-03-24 02:16:00,Desktop,Daily Tasks,54,3.79,3,GPT-4o,479
2025-02-23 14:21:00,Mobile,Research,62,9.22,3,GPT-5,1449
2025-01-02 05:50:00,Desktop,Daily Tasks,144,3.02,1,GPT-5,844
2025-01-10 03:29:00,Smart Speaker,Productivity,158,12.04,4,GPT-4o,1085
2025-03-15 06:06:00,Desktop,Daily Tasks,30,21.58,5,o1,147
2025-01-25 07:01:00,Desktop,Coding,113,8.36,4,GPT-4o,1021
2025-01-14 17:10:00,Tablet,Coding,72,5.58,5,o1,169
2025-03-01 21:31:00,Smart Speaker,Research,124,9.86,3,Mini,554
2025-03-17 10:08:00,Desktop,Writing,113,13.71,5,GPT-5.1,349
2025-02-05 20:51:00,Mobile,Education,197,13.77,1,Mini,23
2025-03-08 20:36:00,Mobile,Research,187,5.63,3,GPT-5,887
2025-02-07 22:21:00,Tablet,Coding,132,4.67,4,GPT-5.1,376
2025-01-10 19:01:00,Desktop,Research,137,8.88,3,GPT-4o,778
2025-03-13 19:31:00,Mobile,Writing,180,5.9,4,o1,1150
2025-03-24 16:55:00,Mobile,Writing,40,16.43,2,GPT-5,283
2025-03-30 14:32:00,Mobile,Education,146,5.85,2,GPT-5,1070
2025-01-10 00:07:00,Tablet,Productivity,155,7.95,3,Mini,459
2025-02-20 20:32:00,Mobile,Education,29,9.7,2,Mini,509
2025-02-26 02:35:00,Desktop,Education,176,2.42,5,GPT-5.1,873
2025-01-08 02:47:00,Smart Speaker,Daily Tasks,141,4.97,3,GPT-5.1,945
2025-03-27 15:33:00,Tablet,Writing,72,23.73,4,GPT-4o,989
2025-01-10 06:16:00,Tablet,Daily Tasks,99,13.33,1,Mini,309
2025-01-25 04:27:00,Desktop,Productivity,100,5.79,5,GPT-5,877
2025-03-29 03:57:00,Desktop,Education,184,12.07,3,GPT-5,410
2025-02-20 01:10:00,Mobile,Coding,194,16.26,2,GPT-4o,429
2025-03-03 03:08:00,Desktop,Coding,162,6.46,5,GPT-5,1422
2025-02-14 10:24:00,Smart Speaker,Entertainment,132,12.91,4,GPT-5,169
2025-03-09 17:19:00,Desktop,Writing,25,11.74,5,GPT-5.1,631
2025-01-08 07:58:00,Mobile,Education,183,3.06,3,GPT-4o,670
2025-03-02 19:38:00,Tablet,Education,31,6.49,4,GPT-4o,382
2025-01-06 23:56:00,Desktop,Education,37,20.09,5,GPT-5.1,1182
2025-01-17 03:58:00,Desktop,Productivity,18,23.3,4,GPT-4o,740
2025-02-15 13:29:00,Mobile,Productivity,189,13.4,3,Mini,1084
2025-02-10 08:27:00,Mobile,Coding,101,4.85,1,o1,592
2025-01-14 17:29:00,Mobile,Entertainment,51,1.18,3,GPT-5,1347
2025-03-13 19:51:00,Mobile,Productivity,20,4.37,3,o1,1099
2025-01-28 04:01:00,Smart Speaker,Education,85,2.74,4,GPT-4o,513
2025-03-19 23:20:00,Mobile,Writing,146,21.05,3,GPT-4o,1443
2025-01-02 08:23:00,Desktop,Productivity,198,1.74,1,Mini,1300
2025-01-22 08:38:00,Desktop,Research,112,3.12,2,Mini,895
2025-01-27 17:12:00,Desktop,Coding,123,8.76,4,Mini,44
2025-02-23 15:16:00,Desktop,Productivity,167,7.55,5,GPT-4o,894
2025-02-06 02:13:00,Desktop,Coding,180,19.46,3,Mini,1042
2025-01-15 03:20:00,Mobile,Daily Tasks,59,11.26,2,GPT-5,559
2025-02-21 09:29:00,Desktop,Writing,198,6.83,1,GPT-5,232
2025-03-28 05:52:00,Smart Speaker,Entertainment,106,16.63,4,GPT-4o,855
2025-01-13 00:43:00,Desktop,Writing,186,5.68,1,o1,1206
2025-01-23 16:45:00,Desktop,Productivity,27,20.48,5,GPT-4o,492
2025-02-13 01:32:00,Tablet,Education,23,3.94,3,Mini,695
2025-03-07 09:31:00,Tablet,Entertainment,177,7.36,2,GPT-5.1,21
2025-01-13 07:04:00,Desktop,Writing,136,1.33,2,Mini,1061
2025-01-21 19:12:00,Desktop,Coding,39,13.86,3,Mini,1301
2025-01-22 04:00:00,Desktop,Research,179,8.42,4,o1,1168
2025-02-25 10:40:00,Mobile,Entertainment,24,20.52,1,GPT-4o,655
2025-01-08 10:00:00,Mobile,Writing,138,6.32,2,GPT-4o,86
2025-03-01 08:00:00,Desktop,Entertainment,44,2.4,2,GPT-5.1,748
2025-02-08 07:00:00,Desktop,Writing,18,10.31,3,GPT-5,1411
2025-01-30 13:24:00,Mobile,Coding,162,5.08,2,GPT-4o,143
2025-03-19 14:15:00,Smart Speaker,Entertainment,170,12.58,3,GPT-4o,336
2025-03-15 16:40:00,Mobile,Daily Tasks,25,4.0,2,GPT-5,1258
2025-03-14 06:21:00,Mobile,Daily Tasks,23,18.21,1,GPT-4o,860
2025-03-21 16:24:00,Desktop,Entertainment,124,7.94,4,GPT-4o,272
2025-01-22 01:14:00,Desktop,Productivity,10,6.85,4,o1,55
2025-03-18 22:57:00,Desktop,Entertainment,150,17.43,4,GPT-5,627
2025-01-16 20:08:00,Tablet,Productivity,183,13.99,3,o1,900
2025-01-30 18:31:00,Tablet,Entertainment,151,4.43,2,o1,1263
2025-02-19 23:55:00,Smart Speaker,Productivity,49,13.73,5,GPT-4o,1328
2025-03-08 23:46:00,Smart Speaker,Writing,42,11.92,4,Mini,697
2025-02-21 23:46:00,Smart Speaker,Daily Tasks,137,7.12,5,GPT-5.1,645
2025-02-20 08:30:00,Smart Speaker,Coding,17,13.01,2,Mini,1398
2025-02-03 21:09:00,Desktop,Coding,109,18.15,3,GPT-4o,1169
2025-02-23 08:04:00,Desktop,Daily Tasks,92,7.27,3,GPT-4o,329
2025-02-12 18:13:00,Desktop,Coding,150,7.29,4,GPT-4o,1028
2025-02-12 23:14:00,Mobile,Education,44,7.01,3,GPT-5.1,1078
2025-02-22 17:09:00,Desktop,Entertainment,153,4.3,3,o1,366
2025-02-24 00:33:00,Tablet,Education,141,7.22,2,Mini,1467
2025-01-30 16:43:00,Mobile,Writing,51,6.66,1,Mini,459
2025-01-13 05:00:00,Mobile,Research,74,6.39,2,o1,833
2025-01-27 23:02:00,Desktop,Education,17,6.32,1,Mini,750
2025-02-06 19:06:00,Desktop,Education,92,3.12,4,GPT-4o,1044
2025-01-15 11:35:00,Desktop,Writing,55,14.92,2,o1,1354
2025-01-16 23:46:00,Tablet,Productivity,27,4.96,4,GPT-5,601
2025-03-27 14:08:00,Mobile,Education,114,18.81,1,GPT-4o,589
2025-01-26 05:01:00,Mobile,Daily Tasks,115,3.66,2,GPT-5.1,1131
2025-03-08 12:12:00,Desktop,Education,21,21.6,5,o1,1429
2025-01-12 12:04:00,Desktop,Coding,41,5.88,5,GPT-5,1365
2025-03-29 12:10:00,Mobile,Education,21,13.84,2,GPT-5.1,1134
2025-01-20 02:59:00,Tablet,Daily Tasks,137,8.37,2,GPT-4o,1060
2025-02-05 10:44:00,Tablet,Productivity,70,2.79,1,GPT-4o,1157
2025-03-12 08:58:00,Desktop,Daily Tasks,18,2.91,1,GPT-4o,1405
2025-01-19 03:05:00,Smart Speaker,Writing,42,4.66,3,Mini,35
2025-02-19 11:38:00,Desktop,Writing,195,5.64,3,o1,891
2025-03-12 16:41:00,Tablet,Daily Tasks,54,7.44,3,GPT-4o,70
2025-01-03 03:04:00,Desktop,Writing,138,9.64,5,GPT-5,874
2025-01-03 06:47:00,Desktop,Writing,96,6.77,3,GPT-4o,604
2025-03-12 23:12:00,Tablet,Research,40,9.29,3,GPT-4o,470
2025-01-24 15:31:00,Desktop,Entertainment,64,10.34,3,GPT-5.1,1338
2025-03-23 20:27:00,Mobile,Entertainment,7,6.55,1,Mini,1070
2025-03-25 11:10:00,Mobile,Coding,150,11.79,3,GPT-5.1,859
2025-03-21 05:43:00,Desktop,Daily Tasks,70,13.58,3,GPT-5,1325
2025-03-31 17:02:00,Mobile,Coding,102,10.52,4,GPT-5.1,164
2025-03-16 01:42:00,Tablet,Research,34,10.93,4,GPT-4o,976
2025-02-04 12:18:00,Tablet,Entertainment,165,8.73,5,GPT-4o,251
2025-03-31 07:11:00,Desktop,Productivity,47,15.77,3,o1,364
2025-02-01 03:04:00,Mobile,Research,115,7.56,1,Mini,294
2025-02-22 18:37:00,Desktop,Productivity,175,4.72,2,o1,825
2025-01-01 12:20:00,Desktop,Daily Tasks,144,7.72,2,o1,950
2025-03-28 15:11:00,Desktop,Writing,122,2.83,4,GPT-5.1,1138
2025-02-23 06:23:00,Smart Speaker,Education,178,2.57,5,o1,672
2025-03-27 09:30:00,Tablet,Entertainment,39,13.62,2,GPT-5,1410
2025-02-01 18:06:00,Tablet,Writing,192,19.01,4,GPT-4o,572
2025-01-29 04:35:00,Mobile,Daily Tasks,113,6.01,1,GPT-4o,251
2025-02-17 00:23:00,Mobile,Coding,84,13.7,2,GPT-4o,74
2025-03-19 17:01:00,Mobile,Productivity,54,1.58,1,GPT-4o,208
2025-02-19 09:36:00,Mobile,Entertainment,150,10.54,1,GPT-5,678
2025-03-13 07:44:00,Mobile,Entertainment,195,7.58,1,Mini,631
2025-01-20 07:12:00,Desktop,Education,139,21.02,4,Mini,1284
2025-03-11 19:43:00,Desktop,Research,11,6.85,5,GPT-5.1,205
2025-03-07 22:06:00,Smart Speaker,Productivity,96,3.46,4,GPT-4o,408
2025-03-22 15:57:00,Mobile,Daily Tasks,147,2.3,1,Mini,1471
2025-01-06 04:29:00,Smart Speaker,Daily Tasks,82,7.71,4,GPT-5,62
2025-02-04 13:51:00,Desktop,Productivity,155,8.72,3,GPT-4o,647
2025-01-08 23:35:00,Mobile,Education,142,6.56,3,GPT-5,313
2025-02-06 00:07:00,Desktop,Education,18,13.9,5,GPT-5,809
2025-03-10 07:13:00,Desktop,Writing,113,17.7,4,GPT-5,1461
2025-02-27 14:30:00,Desktop,Entertainment,38,5.96,1,Mini,356
2025-03-09 18:28:00,Desktop,Coding,99,1.81,3,Mini,568
2025-03-08 09:39:00,Smart Speaker,Productivity,79,9.32,4,Mini,684
2025-03-31 07:15:00,Desktop,Coding,162,15.98,5,GPT-4o,1201
2025-03-21 04:13:00,Mobile,Education,174,5.98,1,Mini,1477
2025-02-22 18:17:00,Mobile,Education,94,10.92,2,Mini,162
2025-03-20 19:49:00,Mobile,Entertainment,109,3.26,1,GPT-4o,743
2025-01-05 07:29:00,Mobile,Writing,127,9.17,3,GPT-5.1,1133
2025-03-06 22:05:00,Desktop,Productivity,132,11.06,3,GPT-5.1,33
2025-02-16 23:35:00,Smart Speaker,Writing,128,9.35,5,GPT-5,1213
2025-03-28 02:53:00,Tablet,Coding,157,24.59,4,GPT-4o,378
2025-02-15 08:06:00,Mobile,Education,196,18.86,4,GPT-5.1,787
2025-01-17 01:50:00,Mobile,Education,166,12.26,2,GPT-4o,1468
2025-03-07 04:04:00,Desktop,Entertainment,31,15.02,1,GPT-4o,960
2025-03-27 12:44:00,Smart Speaker,Research,97,9.13,5,GPT-4o,1483
2025-01-02 10:56:00,Desktop,Research,94,7.35,4,o1,913
2025-01-06 18:39:00,Desktop,Coding,104,5.53,5,GPT-5,331
2025-03-01 12:22:00,Desktop,Research,108,3.21,5,GPT-5,1045
2025-02-20 00:08:00,Tablet,Writing,145,19.43,2,GPT-5,930
2025-02-19 08:59:00,Mobile,Daily Tasks,87,25.2,3,o1,479
2025-01-09 02:49:00,Tablet,Daily Tasks,56,7.84,4,GPT-5.1,133
2025-02-21 11:44:00,Tablet,Coding,94,7.93,2,o1,979
2025-02-21 02:52:00,Desktop,Productivity,171,11.37,4,GPT-5,874
2025-03-18 10:26:00,Smart Speaker,Writing,65,6.87,4,GPT-4o,1164
2025-02-05 02:38:00,Mobile,Research,9,3.53,4,GPT-5.1,206
2025-02-01 07:28:00,Mobile,Coding,195,2.76,3,GPT-5,817
2025-01-08 08:16:00,Desktop,Daily Tasks,43,24.64,4,Mini,1231
2025-02-21 00:29:00,Smart Speaker,Daily Tasks,122,2.02,1,o1,1339
2025-02-28 07:55:00,Desktop,Writing,161,9.59,3,GPT-5.1,1410
2025-01-26 06:22:00,Desktop,Research,58,2.24,2,o1,333
2025-03-07 19:23:00,Mobile,Daily Tasks,71,7.12,1,GPT-5.1,276
2025-03-26 10:11:00,Desktop,Coding,59,5.94,5,GPT-5,872
2025-01-16 16:14:00,Desktop,Writing,34,2.53,5,GPT-5.1,704
2025-02-21 13:01:00,Mobile,Daily Tasks,34,11.63,2,GPT-4o,366
2025-03-04 11:58:00,Desktop,Entertainment,41,3.34,1,Mini,171
2025-01-02 15:53:00,Smart Speaker,Productivity,94,2.27,4,GPT-4o,232
2025-01-17 02:44:00,Desktop,Education,108,12.49,5,GPT-5,521
2025-02-05 14:34:00,Mobile,Productivity,8,5.96,1,GPT-5.1,1114
2025-01-13 08:46:00,Mobile,Coding,170,4.35,2,GPT-4o,116
2025-02-01 23:54:00,Mobile,Research,136,13.0,4,GPT-4o,175
2025-01-14 06:18:00,Mobile,Entertainment,18,3.21,1,Mini,411
2025-03-22 16:41:00,Mobile,Education,169,1.85,1,GPT-4o,1313
2025-02-23 22:00:00,Smart Speaker,Writing,10,16.95,5,GPT-5.1,1485
2025-01-30 15:00:00,Desktop,Productivity,114,22.47,5,GPT-5,671
2025-03-12 02:11:00,Desktop,Coding,95,6.98,4,GPT-4o,86
2025-01-02 15:46:00,Mobile,Productivity,102,6.92,2,GPT-4o,37
2025-02-23 17:17:00,Tablet,Productivity,191,13.49,3,Mini,1291
2025-03-03 12:14:00,Desktop,Productivity,185,15.86,5,o1,678
2025-03-14 20:11:00,Mobile,Education,59,3.5,1,GPT-4o,134
2025-01-21 00:06:00,Tablet,Coding,118,6.17,3,o1,1253
2025-02-23 05:35:00,Mobile,Coding,192,9.08,5,GPT-5.1,802
2025-03-11 02:11:00,Smart Speaker,Writing,147,12.98,5,GPT-5.1,537
2025-03-13 18:12:00,Mobile,Research,178,12.09,1,Mini,689
2025-01-16 19:24:00,Mobile,Writing,89,10.83,1,Mini,353
2025-03-29 21:17:00,Desktop,Coding,60,15.83,5,Mini,1398
2025-01-25 15:45:00,Smart Speaker,Productivity,104,7.34,5,GPT-5.1,1185
2025-02-05 04:28:00,Desktop,Writing,164,19.54,5,GPT-5.1,314
2025-01-18 06:50:00,Mobile,Education,186,5.09,1,GPT-5,1107
2025-01-14 11:52:00,Mobile,Research,138,12.21,2,GPT-4o,285
2025-01-23 23:48:00,Mobile,Writing,142,5.64,1,Mini,690
2025-01-13 04:27:00,Mobile,Writing,104,7.06,1,GPT-4o,1128
2025-03-07 22:46:00,Mobile,Productivity,67,7.86,2,GPT-5,73
2025-02-23 18:33:00,Smart Speaker,Productivity,87,5.41,4,GPT-4o,1094
2025-02-05 02:27:00,Mobile,Research,102,16.28,2,GPT-4o,354
2025-02-19 05:44:00,Mobile,Coding,164,5.84,4,GPT-5.1,1054
2025-02-24 09:04:00,Desktop,Education,113,7.58,5,GPT-5.1,758
2025-01-17 13:56:00,Mobile,Education,159,11.28,3,GPT-5,58
2025-01-27 17:25:00,Mobile,Research,10,31.53,3,GPT-4o,1147
2025-03-21 09:20:00,Desktop,Research,152,11.55,3,GPT-5,404
2025-01-02 02:07:00,Desktop,Research,103,8.05,5,GPT-5,1429
2025-03-28 02:34:00,Mobile,Education,199,1.62,1,Mini,1263
2025-03-28 18:51:00,Mobile,Daily Tasks,96,6.92,4,GPT-5.1,305
2025-01-23 18:56:00,Mobile,Coding,98,4.73,5,GPT-5.1,909
2025-01-29 20:44:00,Desktop,Research,29,6.11,5,GPT-5.1,555
2025-01-19 14:52:00,Desktop,Coding,162,5.55,4,o1,911
2025-02-20 11:01:00,Desktop,Writing,141,11.2,3,Mini,844
2025-01-20 06:04:00,Tablet,Productivity,173,6.82,5,GPT-5.1,457
2025-03-13 03:52:00,Tablet,Research,23,3.94,5,GPT-5.1,984
2025-02-04 20:49:00,Desktop,Writing,46,13.86,3,GPT-4o,405
2025-03-29 01:39:00,Mobile,Research,176,2.96,3,o1,1362
2025-03-18 18:58:00,Desktop,Research,13,7.79,5,GPT-5,1420
2025-02-06 02:50:00,Desktop,Daily Tasks,104,6.96,4,GPT-5,265
2025-02-23 15:16:00,Desktop,Daily Tasks,83,9.78,2,o1,1097
2025-01-03 04:40:00,Desktop,Coding,188,15.94,4,Mini,1395
2025-01-07 01:54:00,Mobile,Research,172,34.6,4,GPT-4o,207
2025-02-15 13:01:00,Smart Speaker,Daily Tasks,179,8.04,4,GPT-4o,1114
2025-02-12 13:38:00,Desktop,Writing,61,4.68,3,GPT-4o,1407
2025-02-05 20:19:00,Mobile,Productivity,119,4.35,3,GPT-5.1,353
2025-01-09 03:06:00,Mobile,Education,141,4.34,1,GPT-4o,881
2025-03-17 14:06:00,Smart Speaker,Productivity,193,9.54,5,o1,1200
2025-02-06 13:25:00,Mobile,Coding,6,1.34,2,o1,513
2025-02-12 07:13:00,Desktop,Education,195,2.82,3,GPT-5.1,371
2025-02-06 07:36:00,Mobile,Writing,74,9.54,3,GPT-5.1,607
